Date,Temperature_degC,Pressure_mbar,Humitity_percent
2017-04-24 04:48:04.965547,26.3,979.8,30.8
2017-04-24 04:49:05.013740,26.5,979.8,31.4
2017-04-24 04:50:05.010627,26.3,979.8,31.7
2017-04-24 04:51:05.013294,26.3,979.8,31.4
2017-04-24 04:52:04.992847,26.4,979.8,31.8
2017-04-24 04:53:05.023742,26.5,979.8,30.7
2017-04-24 04:54:05.079466,26.1,979.8,30.7
2017-04-24 04:55:05.074995,26.4,979.8,31.6
2017-04-24 04:56:05.057683,26.1,979.8,31.5
2017-04-24 04:57:05.086147,26.3,979.8,31.4
2017-04-24 04:58:05.039978,26.5,979.8,31.6
2017-04-24 04:59:05.069492,26.6,979.8,30.9
2017-04-24 05:00:05.107729,26.4,979.7,30.9
2017-04-24 05:01:05.177765,26.7,979.7,31.4
2017-04-24 05:02:05.147280,26.9,979.7,30.5
2017-04-24 05:03:05.117773,27.0,979.6,30.2
2017-04-24 05:04:05.115054,26.9,979.6,31.1
2017-04-24 05:05:05.185043,27.0,979.7,29.9
2017-04-24 05:06:05.147681,26.8,979.7,30.4
2017-04-24 05:07:05.203165,27.0,979.6,30.6
2017-04-24 05:08:05.266695,26.7,979.6,31.0
2017-04-24 05:09:05.319454,26.8,979.5,30.7
2017-04-24 05:10:05.340664,26.6,979.5,30.6
2017-04-24 05:11:05.345954,26.9,979.5,30.9
2017-04-24 05:12:05.370807,27.3,979.4,30.3
2017-04-24 05:13:05.339410,27.5,979.4,29.7
2017-04-24 05:14:05.380635,27.4,979.4,30.3
2017-04-24 05:15:05.389904,27.5,979.4,30.2
2017-04-24 05:16:05.383607,27.7,979.3,29.9
2017-04-24 05:17:05.483139,27.8,979.3,30.0
2017-04-24 05:18:04.454241,28.0,979.3,29.5
2017-04-24 05:19:04.472522,28.0,979.2,28.9
2017-04-24 05:20:04.413960,28.1,979.2,29.1
2017-04-24 05:21:05.390246,28.3,979.1,29.5
2017-04-24 05:22:05.371686,28.4,979.1,29.9
2017-04-24 05:23:05.395033,28.1,979.1,29.7
2017-04-24 05:24:05.359136,28.1,979.1,29.3
2017-04-24 05:25:05.358560,28.3,979.1,29.2
2017-04-24 05:26:05.319262,28.2,979.1,29.8
2017-04-24 05:27:05.310168,28.1,979.1,30.0
2017-04-24 05:28:05.283414,28.2,979.1,29.5
2017-04-24 05:29:05.232954,28.3,979.0,30.5
2017-04-24 05:30:05.258473,28.4,979.0,29.8
2017-04-24 05:31:05.240784,28.6,978.9,28.9
2017-04-24 05:32:05.204040,28.3,978.9,29.1
2017-04-24 05:33:05.172828,28.3,978.9,29.4
2017-04-24 05:34:05.199269,28.4,978.9,29.2
2017-04-24 05:35:05.187940,28.5,978.9,29.3
2017-04-24 05:36:05.148672,28.5,978.8,29.2
2017-04-24 05:37:05.125168,28.3,978.8,29.5
2017-04-24 05:38:05.151495,28.1,978.8,30.1
2017-04-24 05:39:05.141748,28.4,978.7,29.4
2017-04-24 05:40:05.141410,28.4,978.7,29.6
2017-04-24 05:41:05.176688,28.5,978.7,29.6
2017-04-24 05:42:05.139938,28.7,978.6,28.9
2017-04-24 05:43:05.178692,28.6,978.6,29.2
2017-04-24 05:44:05.204910,28.6,978.6,28.9
2017-04-24 05:45:05.183378,28.6,978.5,29.4
2017-04-24 05:46:05.186000,28.7,978.5,29.4
2017-04-24 05:47:05.206475,28.6,978.5,29.2
2017-04-24 05:48:05.195116,28.6,978.4,29.6
2017-04-24 05:49:05.163051,28.5,978.4,29.7
2017-04-24 05:50:05.206887,28.6,978.4,29.2
2017-04-24 05:51:05.243598,28.9,978.4,29.5
2017-04-24 05:52:05.280389,28.8,978.4,28.6
2017-04-24 05:53:05.252606,28.9,978.4,29.6
2017-04-24 05:54:05.304644,28.9,978.3,28.9
2017-04-24 05:55:05.289742,29.0,978.3,29.4
2017-04-24 05:56:05.303425,29.0,978.2,29.3
2017-04-24 05:57:05.328144,29.1,978.2,29.3
2017-04-24 05:58:05.309444,29.0,978.2,29.3
2017-04-24 05:59:05.312625,29.0,978.2,29.2
2017-04-24 06:00:05.277454,28.8,978.1,29.6
2017-04-24 06:01:05.252820,29.0,978.1,30.0
2017-04-24 06:02:05.268687,29.1,978.0,28.8
2017-04-24 06:03:05.243505,29.0,978.0,28.2
2017-04-24 06:04:05.235477,29.0,978.1,29.0
2017-04-24 06:05:05.228752,29.1,978.1,28.5
2017-04-24 06:06:05.285177,29.2,978.0,29.4
2017-04-24 06:07:05.253729,28.9,978.0,29.3
2017-04-24 06:08:05.270511,28.7,978.1,29.7
2017-04-24 06:09:05.255319,28.6,978.1,29.8
2017-04-24 06:10:05.317046,28.6,978.0,29.3
2017-04-24 06:11:05.364267,28.4,978.1,30.1
2017-04-24 06:12:05.352598,28.3,978.1,30.0
2017-04-24 06:13:05.328733,28.3,978.1,29.5
2017-04-24 06:14:05.342350,28.5,978.1,30.2
2017-04-24 06:15:05.335050,28.5,978.1,29.3
2017-04-24 06:16:05.294098,28.5,978.2,29.3
2017-04-24 06:17:05.291883,28.5,978.1,29.7
2017-04-24 06:18:05.300350,28.5,978.1,29.8
2017-04-24 06:19:05.291638,28.4,978.1,29.9
2017-04-24 06:20:05.260222,28.3,978.1,29.5
2017-04-24 06:21:05.237239,28.3,978.1,30.3
2017-04-24 06:22:05.241648,28.3,978.2,29.7
2017-04-24 06:23:05.241991,28.2,978.2,29.9
2017-04-24 06:24:05.304040,28.3,978.2,30.4
2017-04-24 06:25:05.272004,28.3,978.2,29.7
2017-04-24 06:26:05.252678,28.3,978.2,29.9
2017-04-24 06:27:05.234607,28.4,978.2,29.6
2017-04-24 06:28:05.294602,28.5,978.3,29.7
2017-04-24 06:29:05.263156,28.5,978.4,29.8
2017-04-24 06:30:05.296290,28.4,978.5,29.1
2017-04-24 06:31:05.280579,28.3,978.5,30.1
2017-04-24 06:32:05.294154,28.4,978.6,30.2
2017-04-24 06:33:05.278478,28.3,978.6,29.9
2017-04-24 06:34:05.319751,28.4,978.7,29.7
2017-04-24 06:35:05.369128,28.3,978.7,29.7
2017-04-24 06:36:05.372693,28.2,978.7,30.2
2017-04-24 06:37:05.322823,28.2,978.6,29.8
2017-04-24 06:38:05.316723,28.4,978.6,29.8
2017-04-24 06:39:05.382107,28.4,978.6,29.9
2017-04-24 06:40:05.425150,28.6,978.6,29.7
2017-04-24 06:41:05.461503,28.6,978.6,29.1
2017-04-24 06:42:04.599758,28.8,978.6,29.9
2017-04-24 06:43:04.647881,29.0,978.5,29.3
2017-04-24 06:44:04.872561,29.2,978.6,29.9
2017-04-24 06:45:04.947175,29.1,978.6,29.1
2017-04-24 06:46:05.047065,29.1,978.5,29.4
2017-04-24 06:47:05.157368,28.9,978.5,29.5
2017-04-24 06:48:05.431626,29.1,978.5,29.4
2017-04-24 06:49:04.466136,29.0,978.5,29.0
2017-04-24 06:50:04.533630,29.1,978.5,29.5
2017-04-24 06:51:04.608247,29.1,978.4,29.8
2017-04-24 06:52:04.820559,28.8,978.4,29.2
2017-04-24 06:53:04.949056,29.0,978.4,29.4
2017-04-24 06:54:04.947935,29.1,978.4,29.6
2017-04-24 06:55:05.171898,29.1,978.4,29.6
2017-04-24 06:56:05.180940,29.2,978.3,29.1
2017-04-24 06:57:05.163137,29.5,978.3,28.9
2017-04-24 06:58:05.218470,29.6,978.3,28.2
2017-04-24 06:59:05.192467,29.7,978.3,28.4
2017-04-24 07:00:05.530432,29.7,978.3,28.6
2017-04-24 07:01:04.710193,29.5,978.3,29.0
2017-04-24 07:02:04.724280,29.2,978.2,28.8
2017-04-24 07:03:04.719692,29.2,978.3,29.3
2017-04-24 07:04:04.680415,29.2,978.2,29.1
2017-04-24 07:05:04.703815,29.0,978.2,29.9
2017-04-24 07:06:04.714696,28.9,978.2,30.2
2017-04-24 07:07:04.704285,28.8,978.3,29.4
2017-04-24 07:08:04.721398,28.7,978.3,29.2
2017-04-24 07:09:04.722442,28.7,978.3,29.0
2017-04-24 07:10:04.729231,28.3,978.3,30.4
2017-04-24 07:11:04.780239,28.0,978.3,30.8
2017-04-24 07:12:04.766723,27.8,978.3,30.4
2017-04-24 07:13:04.802832,27.8,978.4,30.4
2017-04-24 07:14:04.830260,27.6,978.4,30.3
2017-04-24 07:15:04.856359,27.2,978.4,31.0
2017-04-24 07:16:04.848129,27.5,978.4,31.5
2017-04-24 07:17:04.943918,27.3,978.4,31.7
2017-04-24 07:18:04.975913,27.3,978.4,31.5
2017-04-24 07:19:04.942835,27.3,978.5,32.1
2017-04-24 07:20:04.971259,27.3,978.5,31.2
2017-04-24 07:21:05.006482,27.2,978.6,32.0
2017-04-24 07:22:05.063672,27.1,978.7,31.8
2017-04-24 07:23:05.033824,27.2,978.8,31.4
2017-04-24 07:24:05.010575,27.2,978.8,31.5
2017-04-24 07:25:05.008692,27.3,978.9,31.2
2017-04-24 07:26:05.066998,27.2,978.8,33.5
2017-04-24 07:27:05.113925,27.3,978.8,31.7
2017-04-24 07:28:05.125465,27.2,978.7,31.4
2017-04-24 07:29:05.165741,27.2,978.7,31.7
2017-04-24 07:30:05.212662,27.2,978.7,31.1
2017-04-24 07:31:05.227313,27.2,978.7,31.4
2017-04-24 07:32:05.215283,27.3,978.7,31.4
2017-04-24 07:33:05.219562,27.2,978.7,31.8
2017-04-24 07:34:05.221710,27.2,978.7,31.4
2017-04-24 07:35:05.278794,27.2,978.7,31.6
2017-04-24 07:36:05.317452,27.3,978.6,32.1
2017-04-24 07:37:05.378706,27.0,978.6,31.3
2017-04-24 07:38:05.397260,27.1,978.5,31.0
2017-04-24 07:39:05.445189,27.1,978.4,32.0
2017-04-24 07:40:05.437458,27.0,978.4,32.0
2017-04-24 07:41:05.470132,27.1,978.3,32.2
2017-04-24 07:42:04.434670,26.8,978.3,32.5
2017-04-24 07:43:05.469894,26.9,978.3,31.9
2017-04-24 07:44:04.438510,27.0,978.3,32.2
2017-04-24 07:45:05.476270,26.9,978.2,32.1
2017-04-24 07:46:04.439535,26.8,978.2,31.7
2017-04-24 07:47:05.413831,26.9,978.2,32.2
2017-04-24 07:48:05.398731,26.8,978.2,33.0
2017-04-24 07:49:05.417524,26.8,978.1,32.1
2017-04-24 07:50:05.446491,26.6,978.0,32.1
2017-04-24 07:51:04.452741,26.8,978.0,31.9
2017-04-24 07:52:04.504252,26.8,978.0,32.0
2017-04-24 07:53:04.520724,26.9,977.9,32.2
2017-04-24 07:54:04.503803,27.0,977.9,31.9
2017-04-24 07:55:04.510475,27.0,978.0,32.2
2017-04-24 07:56:04.544610,26.8,978.0,31.6
2017-04-24 07:57:04.599390,27.0,978.0,32.1
2017-04-24 07:58:04.662838,27.0,978.0,31.7
2017-04-24 07:59:04.707450,26.9,978.1,31.1
2017-04-24 08:00:05.014781,27.0,978.2,31.8
2017-04-24 08:01:04.966898,27.0,978.3,31.5
2017-04-24 08:02:04.952196,26.8,978.2,31.9
2017-04-24 08:03:04.931287,27.1,978.2,32.1
2017-04-24 08:04:04.961260,27.0,978.1,31.7
2017-04-24 08:05:04.946844,27.0,978.1,31.2
2017-04-24 08:06:04.935918,27.2,978.1,31.7
2017-04-24 08:07:04.936255,27.0,978.1,31.9
2017-04-24 08:08:04.919680,27.2,978.0,31.6
2017-04-24 08:09:04.999214,27.3,978.0,31.1
2017-04-24 08:10:05.058509,27.2,978.0,32.0
2017-04-24 08:11:05.089572,27.3,977.9,31.0
2017-04-24 08:12:05.104373,27.2,977.9,31.7
2017-04-24 08:13:05.095256,27.1,977.9,31.0
2017-04-24 08:14:05.115161,27.3,977.8,31.1
2017-04-24 08:15:05.164252,27.0,977.7,31.7
2017-04-24 08:16:05.207039,27.0,977.5,32.1
2017-04-24 08:17:05.247252,26.8,977.6,31.1
2017-04-24 08:18:05.269301,26.7,977.5,31.2
2017-04-24 08:19:05.260945,26.7,977.5,31.8
2017-04-24 08:20:05.234591,26.5,977.6,32.7
2017-04-24 08:21:05.299225,26.7,977.7,31.7
2017-04-24 08:22:05.254232,26.7,977.6,32.3
2017-04-24 08:23:05.305324,26.7,977.7,31.3
2017-04-24 08:24:05.400137,26.5,977.7,32.3
2017-04-24 08:25:05.409938,26.5,977.7,31.9
2017-04-24 08:26:05.476498,26.5,977.7,31.6
2017-04-24 08:27:04.451835,26.5,977.7,31.7
2017-04-24 08:28:04.437815,26.4,977.7,32.4
2017-04-24 08:29:05.459676,26.4,977.6,32.3
2017-04-24 08:30:04.448727,26.4,977.6,31.4
2017-04-24 08:31:04.454836,26.4,977.6,32.5
2017-04-24 08:32:04.468159,26.4,977.6,32.7
2017-04-24 08:33:04.465174,26.5,977.7,32.4
2017-04-24 08:34:04.522646,26.5,977.7,32.4
2017-04-24 08:35:04.567061,26.3,977.7,31.8
2017-04-24 08:36:04.531651,26.4,977.7,31.8
2017-04-24 08:37:04.577569,26.5,977.7,31.9
2017-04-24 08:38:04.627217,26.5,977.7,32.8
2017-04-24 08:39:04.654801,26.3,977.6,31.8
2017-04-24 08:40:04.714130,26.3,977.6,32.6
2017-04-24 08:41:04.756477,26.3,977.5,31.8
2017-04-24 08:42:04.810466,26.5,977.5,32.2
2017-04-24 08:43:04.824285,26.4,977.4,32.1
2017-04-24 08:44:04.854833,26.4,977.5,32.5
2017-04-24 08:45:04.882507,26.5,977.4,31.5
2017-04-24 08:46:04.928888,26.6,977.4,32.1
2017-04-24 08:47:04.927109,26.5,977.3,31.9
2017-04-24 08:48:04.962292,26.5,977.3,31.9
2017-04-24 08:49:04.962834,26.6,977.2,32.2
2017-04-24 08:50:04.943668,26.4,977.2,31.9
2017-04-24 08:51:04.944021,26.6,977.1,32.0
2017-04-24 08:52:05.007471,26.6,977.1,31.8
2017-04-24 08:53:05.048877,26.3,977.1,31.0
2017-04-24 08:54:05.107385,26.6,977.1,31.3
2017-04-24 08:55:05.107693,26.6,977.1,31.8
2017-04-24 08:56:05.073127,26.7,977.0,30.7
2017-04-24 08:57:05.050353,26.6,977.0,31.0
2017-04-24 08:58:05.086516,26.7,976.9,31.5
2017-04-24 08:59:05.147006,26.6,976.9,31.6
2017-04-24 09:00:05.442026,26.8,976.9,31.4
2017-04-24 09:01:05.415442,26.6,976.9,31.1
2017-04-24 09:02:05.426142,26.6,976.8,30.6
2017-04-24 09:03:05.409468,26.5,976.8,32.0
2017-04-24 09:04:05.430153,26.5,976.8,31.9
2017-04-24 09:05:04.433104,26.6,976.8,31.4
2017-04-24 09:06:04.452004,26.7,976.8,31.2
2017-04-24 09:07:04.479467,26.7,976.7,30.9
2017-04-24 09:08:04.504655,26.9,976.6,31.7
2017-04-24 09:09:04.496684,26.9,976.6,31.4
2017-04-24 09:10:04.539681,26.8,976.6,31.6
2017-04-24 09:11:04.560930,26.8,976.5,31.8
2017-04-24 09:12:04.594082,26.6,976.4,31.3
2017-04-24 09:13:04.673066,26.6,976.4,31.7
2017-04-24 09:14:04.663981,26.9,976.4,30.9
2017-04-24 09:15:04.652284,26.9,976.4,31.4
2017-04-24 09:16:04.642957,27.0,976.4,30.8
2017-04-24 09:17:04.661517,26.9,976.4,31.2
2017-04-24 09:18:04.645907,26.6,976.4,30.9
2017-04-24 09:19:04.633113,26.5,976.3,31.5
2017-04-24 09:20:04.622652,26.4,976.3,31.9
2017-04-24 09:21:04.595471,26.4,976.3,32.2
2017-04-24 09:22:04.608294,26.2,976.3,32.0
2017-04-24 09:23:04.600391,26.1,976.3,32.8
2017-04-24 09:24:04.648692,26.2,976.3,31.9
2017-04-24 09:25:04.636810,26.2,976.3,31.8
2017-04-24 09:26:04.590022,26.2,976.4,31.8
2017-04-24 09:27:04.555786,26.1,976.4,32.2
2017-04-24 09:28:04.594150,26.1,976.5,32.1
2017-04-24 09:29:04.569999,26.1,976.6,32.3
2017-04-24 09:30:04.508749,26.1,976.5,32.4
2017-04-24 09:31:04.560159,25.9,976.5,32.4
2017-04-24 09:32:04.543671,26.0,976.6,32.4
2017-04-24 09:33:04.575034,26.2,976.6,31.8
2017-04-24 09:34:04.541646,26.2,976.7,32.0
2017-04-24 09:35:04.597136,26.3,976.8,32.1
2017-04-24 09:36:04.658035,26.3,976.8,31.9
2017-04-24 09:37:04.740765,25.6,976.8,32.5
2017-04-24 09:38:04.820934,25.9,976.8,32.9
2017-04-24 09:39:04.820251,26.2,976.8,32.2
2017-04-24 09:40:04.867506,26.4,976.8,31.7
2017-04-24 09:41:04.856476,26.4,976.9,32.4
2017-04-24 09:42:04.845705,26.4,976.8,31.6
2017-04-24 09:43:04.842707,26.7,976.8,31.5
2017-04-24 09:44:04.864919,26.7,976.8,31.2
2017-04-24 09:45:04.876490,26.5,976.7,32.2
2017-04-24 09:46:04.901726,26.2,976.7,32.2
2017-04-24 09:47:04.895003,26.1,976.7,31.8
2017-04-24 09:48:04.961659,25.7,976.7,32.2
2017-04-24 09:49:04.954047,25.8,976.7,32.3
2017-04-24 09:50:04.971523,25.9,976.6,32.3
2017-04-24 09:51:04.939470,25.8,976.6,32.4
2017-04-24 09:52:04.935251,26.1,976.6,32.2
2017-04-24 09:53:04.939455,26.3,976.6,31.6
2017-04-24 09:54:04.968168,26.6,976.5,31.8
2017-04-24 09:55:04.986167,26.8,976.5,31.5
2017-04-24 09:56:04.960939,27.0,976.5,31.2
2017-04-24 09:57:04.977729,26.9,976.5,31.4
2017-04-24 09:58:04.969221,27.1,976.5,31.1
2017-04-24 09:59:05.035227,26.8,976.4,31.0
2017-04-24 10:00:05.307526,27.0,976.3,31.4
2017-04-24 10:01:05.430707,26.8,976.2,30.9
2017-04-24 10:02:05.499352,27.1,976.2,31.2
2017-04-24 10:03:04.515456,26.8,976.2,30.7
2017-04-24 10:04:04.587472,26.9,976.2,31.3
2017-04-24 10:05:04.624368,27.0,976.2,31.4
2017-04-24 10:06:04.625206,26.7,976.2,31.0
2017-04-24 10:07:04.625677,27.0,976.2,31.4
2017-04-24 10:08:04.648225,27.0,976.2,31.5
2017-04-24 10:09:04.643061,27.0,976.2,31.3
2017-04-24 10:10:04.676704,27.0,976.2,31.2
2017-04-24 10:11:04.648340,27.1,976.2,31.3
2017-04-24 10:12:04.641967,27.0,976.1,30.9
2017-04-24 10:13:04.628253,27.0,976.1,31.1
2017-04-24 10:14:04.625690,27.0,976.1,30.9
2017-04-24 10:15:04.698114,26.7,976.1,30.8
2017-04-24 10:16:04.780953,26.9,976.1,31.5
2017-04-24 10:17:04.797280,26.8,976.0,31.0
2017-04-24 10:18:04.795698,26.8,976.0,31.6
2017-04-24 10:19:04.859100,26.5,976.0,31.4
2017-04-24 10:20:04.896776,26.6,976.0,31.0
2017-04-24 10:21:04.924671,26.7,976.0,30.9
2017-04-24 10:22:04.910882,26.7,976.0,31.2
2017-04-24 10:23:04.995975,26.4,976.1,30.8
2017-04-24 10:24:05.003468,26.2,976.1,31.5
2017-04-24 10:25:05.076163,26.3,976.1,31.9
2017-04-24 10:26:05.120587,26.1,976.2,31.7
2017-04-24 10:27:05.100568,26.2,976.1,32.4
2017-04-24 10:28:05.134760,26.0,976.1,32.7
2017-04-24 10:29:05.141167,26.1,976.1,31.9
2017-04-24 10:30:05.186448,26.3,976.1,31.8
2017-04-24 10:31:05.162830,26.2,976.0,31.4
2017-04-24 10:32:05.209006,26.1,975.9,31.3
2017-04-24 10:33:05.227588,26.3,975.9,32.1
2017-04-24 10:34:05.233174,26.3,975.8,31.9
2017-04-24 10:35:05.313318,26.3,975.8,31.7
2017-04-24 10:36:05.314758,26.3,975.8,31.6
2017-04-24 10:37:05.269016,26.2,975.8,31.4
2017-04-24 10:38:05.319334,26.2,975.8,31.7
2017-04-24 10:39:05.366152,26.3,975.8,32.2
2017-04-24 10:40:05.394831,26.2,975.9,31.8
2017-04-24 10:41:05.379303,26.1,975.7,31.1
2017-04-24 10:42:05.386857,26.1,975.8,31.9
2017-04-24 10:43:05.373841,26.2,975.8,32.1
2017-04-24 10:44:05.381692,26.4,975.8,31.3
2017-04-24 10:45:05.356589,26.4,975.8,31.9
2017-04-24 10:46:05.399520,26.3,975.8,31.4
2017-04-24 10:47:05.399694,26.5,975.7,31.4
2017-04-24 10:48:05.382596,26.6,975.6,31.4
2017-04-24 10:49:05.407310,26.6,975.5,32.3
2017-04-24 10:50:05.405953,26.5,975.6,32.5
2017-04-24 10:51:05.516913,26.3,975.6,31.4
2017-04-24 10:52:04.571411,26.1,975.6,31.9
2017-04-24 10:53:04.629677,25.9,975.5,32.2
2017-04-24 10:54:04.619979,25.8,975.6,32.3
2017-04-24 10:55:04.672692,25.9,975.6,32.8
2017-04-24 10:56:04.672837,26.1,975.5,32.6
2017-04-24 10:57:04.655258,26.1,975.5,32.3
2017-04-24 10:58:04.635999,26.3,975.5,31.5
2017-04-24 10:59:04.637308,26.3,975.4,31.8
2017-04-24 11:00:05.009743,26.6,975.4,31.2
2017-04-24 11:01:04.947733,26.7,975.4,31.8
2017-04-24 11:02:05.017563,26.7,975.4,31.1
2017-04-24 11:03:05.031494,26.6,975.4,30.9
2017-04-24 11:04:05.011755,26.7,975.3,31.7
2017-04-24 11:05:05.023075,26.6,975.4,31.3
2017-04-24 11:06:05.013296,26.5,975.3,31.4
2017-04-24 11:07:05.015899,26.6,975.3,31.3
2017-04-24 11:08:05.077046,26.6,975.2,30.7
2017-04-24 11:09:05.137217,26.7,975.2,30.2
2017-04-24 11:10:05.154599,26.7,975.1,31.3
2017-04-24 11:11:05.167076,26.8,975.1,30.7
2017-04-24 11:12:05.223968,26.6,975.1,31.0
2017-04-24 11:13:05.305940,26.7,975.0,30.4
2017-04-24 11:14:05.314070,26.9,975.0,30.7
2017-04-24 11:15:05.310437,26.8,975.0,31.1
2017-04-24 11:16:05.304238,26.7,975.0,31.1
2017-04-24 11:17:05.373611,26.8,974.9,30.8
2017-04-24 11:18:05.416235,26.9,974.9,30.0
2017-04-24 11:19:05.422836,27.0,974.9,30.7
2017-04-24 11:20:05.413826,26.8,975.0,30.5
2017-04-24 11:21:05.426577,27.0,974.8,30.9
2017-04-24 11:22:05.422609,27.1,974.7,30.3
2017-04-24 11:23:05.474249,27.0,974.8,30.9
2017-04-24 11:24:04.498184,27.0,974.9,29.6
2017-04-24 11:25:04.547703,27.0,974.8,30.4
2017-04-24 11:26:04.559211,27.0,974.7,30.3
2017-04-24 11:27:04.548976,26.9,974.6,30.5
2017-04-24 11:28:04.519308,26.6,974.5,30.9
2017-04-24 11:29:04.516006,26.6,974.4,30.7
2017-04-24 11:30:04.504324,26.5,974.4,31.2
2017-04-24 11:31:04.559248,26.3,974.5,30.8
2017-04-24 11:32:04.576230,26.6,974.6,32.2
2017-04-24 11:33:04.635191,26.5,974.7,31.3
2017-04-24 11:34:04.728530,26.3,974.7,31.6
2017-04-24 11:35:04.777159,26.2,974.6,31.1
2017-04-24 11:36:04.784957,26.3,974.6,31.9
2017-04-24 11:37:04.811424,26.2,974.7,31.8
2017-04-24 11:38:04.805680,25.8,974.8,31.6
2017-04-24 11:39:04.841652,26.1,974.9,31.3
2017-04-24 11:40:04.902607,26.4,974.9,31.7
2017-04-24 11:41:04.914243,26.3,974.9,31.8
2017-04-24 11:42:04.955310,26.5,974.8,31.5
2017-04-24 11:43:04.941806,26.5,974.8,31.5
2017-04-24 11:44:04.928126,26.7,974.7,30.2
2017-04-24 11:45:04.922965,26.7,974.7,30.8
2017-04-24 11:46:04.968305,26.7,974.7,30.9
2017-04-24 11:47:04.938453,26.5,974.7,31.8
2017-04-24 11:48:04.978684,26.6,974.7,31.8
2017-04-24 11:49:04.979923,26.3,974.7,32.0
2017-04-24 11:50:04.965682,26.1,974.7,31.9
2017-04-24 11:51:04.944598,25.9,974.6,32.3
2017-04-24 11:52:04.976482,26.1,974.6,30.9
2017-04-24 11:53:05.012202,26.1,974.6,32.0
2017-04-24 11:54:05.062512,26.2,974.7,32.3
2017-04-24 11:55:05.050136,26.4,974.7,31.2
2017-04-24 11:56:05.031108,26.6,974.6,30.9
2017-04-24 11:57:05.029941,26.5,974.7,31.0
2017-04-24 11:58:05.022834,26.7,974.7,31.1
2017-04-24 11:59:05.011313,26.8,974.6,31.6
2017-04-24 12:00:05.349973,26.7,974.6,31.1
2017-04-24 12:01:04.625474,26.6,974.5,31.7
2017-04-24 12:02:04.593055,26.7,974.6,31.4
2017-04-24 12:03:04.562829,26.7,974.6,31.4
2017-04-24 12:04:04.548669,26.8,974.7,30.6
2017-04-24 12:05:04.608990,26.8,974.7,30.8
2017-04-24 12:06:04.619109,26.9,974.8,30.2
2017-04-24 12:07:04.604893,26.8,974.9,30.4
2017-04-24 12:08:04.680467,26.9,974.9,30.8
2017-04-24 12:09:04.749719,26.9,974.8,31.2
2017-04-24 12:10:04.820931,27.0,974.8,30.5
2017-04-24 12:11:04.867472,26.9,974.8,30.4
2017-04-24 12:12:04.856030,26.8,974.8,30.9
2017-04-24 12:13:04.888190,26.9,974.7,30.9
2017-04-24 12:14:04.898204,26.8,974.7,30.4
2017-04-24 12:15:04.909984,27.0,974.7,30.8
2017-04-24 12:16:04.930224,26.7,974.6,30.9
2017-04-24 12:17:05.005471,26.9,974.6,30.9
2017-04-24 12:18:05.011290,27.0,974.6,30.2
2017-04-24 12:19:05.100790,26.7,974.7,31.1
2017-04-24 12:20:05.151121,26.9,974.7,31.1
2017-04-24 12:21:05.208583,26.8,974.7,30.9
2017-04-24 12:22:05.208988,26.8,974.7,31.1
2017-04-24 12:23:05.214659,26.7,974.7,31.4
2017-04-24 12:24:05.286151,26.9,974.7,30.5
2017-04-24 12:25:05.303154,27.0,974.7,30.7
2017-04-24 12:26:05.371708,26.9,974.8,31.4
2017-04-24 12:27:05.465523,27.0,974.8,30.6
2017-04-24 12:28:04.466161,27.0,974.8,31.1
2017-04-24 12:29:04.458350,27.0,974.8,30.4
2017-04-24 12:30:04.443608,26.8,974.7,31.2
2017-04-24 12:31:04.422901,26.6,974.7,31.4
2017-04-24 12:32:05.464093,26.5,974.7,31.5
2017-04-24 12:33:04.512314,26.4,974.7,31.8
2017-04-24 12:34:04.593288,26.2,974.6,32.0
2017-04-24 12:35:04.608912,26.1,974.6,32.0
2017-04-24 12:36:04.585143,26.2,974.6,30.9
2017-04-24 12:37:04.570344,25.9,974.6,31.9
2017-04-24 12:38:04.596540,26.1,974.6,31.8
2017-04-24 12:39:04.595745,26.0,974.6,32.2
2017-04-24 12:40:04.633049,26.3,974.6,32.2
2017-04-24 12:41:04.635282,26.4,974.6,32.2
2017-04-24 12:42:04.709674,26.5,974.6,31.9
2017-04-24 12:43:04.709206,26.5,974.6,31.2
2017-04-24 12:44:04.734257,26.3,974.7,31.9
2017-04-24 12:45:04.726474,26.5,974.7,31.6
2017-04-24 12:46:04.723961,26.6,974.7,31.7
2017-04-24 12:47:04.738825,26.4,974.7,31.2
2017-04-24 12:48:04.803777,26.2,974.7,32.0
2017-04-24 12:49:04.856042,26.1,974.8,32.1
2017-04-24 12:50:04.877334,26.1,974.7,32.6
2017-04-24 12:51:04.933963,25.9,974.8,32.7
2017-04-24 12:52:05.006781,26.2,974.8,31.6
2017-04-24 12:53:05.021994,26.4,974.8,33.3
2017-04-24 12:54:05.013927,26.5,974.7,31.4
2017-04-24 12:55:05.061457,26.8,974.8,31.8
2017-04-24 12:56:05.075166,26.7,974.7,31.1
2017-04-24 12:57:05.057670,27.2,974.7,30.8
2017-04-24 12:58:05.037102,26.7,974.7,31.3
2017-04-24 12:59:05.117481,26.9,974.7,31.3
2017-04-24 13:00:05.419091,27.0,974.7,31.4
2017-04-24 13:01:05.394333,26.9,974.7,30.7
2017-04-24 13:02:05.394582,26.7,974.8,31.4
2017-04-24 13:03:05.441080,26.6,974.8,31.5
2017-04-24 13:04:04.519470,26.8,974.7,31.6
2017-04-24 13:05:04.605967,26.8,974.7,31.7
2017-04-24 13:06:04.636602,26.7,974.7,30.8
